,name,id,smiles,formula
21,acarbose,DB00284,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O)N[C@H]3C=C([C@H]([C@@H]([C@H]3O)O)O)CO,C25H43NO18
22,acebutolol,DB01193,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,C18H28N2O4
23,acetaminophen,DB00316,CC(=O)NC1=CC=C(C=C1)O,C8H9NO2
24,acetazolamide,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,C4H6N4O3S2
25,acetohydroxamic acid,DB00551,CC(=O)NO,C2H5NO2
26,acetylsalicylic acid,DB00945,CC(=O)OC1=CC=CC=C1C(=O)O,C9H8O4
27,acitretin,DB00459,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,C21H26O3
28,acyclovir,DB00787,C1=NC2=C(N1COCCO)N=C(NC2=O)N,C8H11N5O3
29,adenosine,DB00640,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,C10H13N5O4
30,albendazole sulfoxide,DB13871,CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,C12H15N3O3S
31,albuterol,DB01001,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,C13H21NO3
32,aliskiren,DB09026,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,C30H53N3O6
33,allopurinol,DB00437,C1=NNC2=C1C(=O)NC=N2,C5H4N4O
34,alprazolam,DB00404,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,C17H13ClN4
35,aluminum,DB01370,[Al],Al
36,amantadine,DB00915,C1C2CC3CC1CC(C2)(C3)N,C10H17N
37,aminoglutethimide,DB00357,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,C13H16N2O2
38,aminophylline,DB01223,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,C16H24N10O4
39,aminosalicylic acid,DB00233,C1=CC(=C(C=C1N)O)C(=O)O,C7H7NO3
40,amiodarone,DB01118,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,C25H29I2NO3
41,amitriptyline,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C20H23N
42,amoxicillin,DB00766,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,C8H9NO5
43,amphetamine,DB00182,CC(CC1=CC=CC=C1)N,C9H13N
44,amphotericin,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,C47H73NO17
45,amphotericin b,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,C47H73NO17
46,ampicillin,DB00415,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,C16H19N3O4S
47,amprenavir,DB00701,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,C25H35N3O6S
48,anagrelide,DB00261,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,C10H7Cl2N3O
49,anakinra,DB00026,None,C759H1186N208O232S10
50,anastrozole,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,C17H19N5
51,"antiarrhythmic agents, class i",DB00381,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,C20H25ClN2O5
52,antiarrhythmics,None,None,None
53,antibiotics,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C14H22N2O
54,anticoagulants,None,None,None
55,antihistamines,DB05381,C1=C(NC=N1)CCN,C5H9N3
56,antihypertensives,None,None,None
57,antiminth,DB00898,CCO,C2H6O
58,antipyrine,DB01435,CC1=CC(=O)N(N1C)C2=CC=CC=C2,C11H12N2O
59,apraclonidine,DB00964,C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,C9H10Cl2N4
60,aprepitant,DB00673,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,C23H21F7N4O3
61,argatroban,DB00278,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,C23H36N6O5S
62,arginine,DB00125,C(C[C@@H](C(=O)O)N)CN=C(N)N,C6H14N4O2
63,aripiprazole,DB01238,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,C23H27Cl2N3O2
64,arthropan,None,C[N+](C)(C)CCO.C1=CC=C(C(=C1)C(=O)O)[O-],None
65,ascorbic acid,DB00126,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,C6H8O6
66,aspirin,DB00945,CC(=O)OC1=CC=CC=C1C(=O)O,C9H8O4
67,astemizole,DB00637,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,C28H31FN4O
68,atomoxetine,DB00289,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,C17H21NO
69,atorvastatin,DB01076,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,C33H35FN2O5
70,atracurium,DB13295,None,None
71,atropine,DB00572,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,C17H23NO3
72,auranofin,DB00995,CC[PH+](CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au],C20H34AuO9PS
73,azathioprine,DB00993,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],C9H7N7O2S
74,azithromycin,DB00207,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,C38H72N2O12
75,azlocillin,DB01061,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,C20H23N5O6S
76,brevibloc,DB00187,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,C16H25NO4
77,benazepril,DB00542,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,C24H28N2O5
78,bentiromide,DB00522,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,C23H20N2O5
79,benzthiazide,DB00562,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,C15H14ClN3O4S3
80,benzylpenicillin,DB01053,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,C16H18N2O4S
81,bepridil,DB01244,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,C24H34N2O
82,bismuth,DB01294,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,C7H5BiO4
83,bismuth subsalicylate,DB01294,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O,C7H5BiO4
84,boric acid,DB11326,B(O)(O)O,BH3O3
85,bosentan,DB00559,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,C27H29N5O6S
86,bretylium tosylate,DB01158,CC[N+](C)(C)CC1=CC=CC=C1Br,C11H17BrN
87,bromocriptine mesylate,DB01200,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,C32H40BrN5O5
88,bumetanide,DB00887,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,C17H20N2O5S
89,buprenorphine,DB00921,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,C29H41NO4
90,butalbital,DB00241,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,C11H16N2O3
91,cbz,DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C15H12N2O
92,cci-779,None,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,None
93,ccnu,DB01206,C1CCC(CC1)NC(=O)N(CCCl)N=O,C9H16ClN3O2
94,cgs 21680,None,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,None
95,cholestyramine,DB01432,None,None
96,cimetldine,None,None,None
97,cmi,DB00115,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],C63H88CoN14O14P
98,cns depressants,None,None,None
99,cyp1a2,None,None,None
100,cyp2c9,None,None,None
101,cyp2d6,None,None,None
102,cyp3a4,None,None,None
103,cana 2 edta,DB00974,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,C10H16N2O8
104,caffeine,DB00201,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,C8H10N4O2
105,calcidiol,DB00146,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,C27H44O2
106,calcitonin (salmon),DB00017,None,C145H240N44O48S2
107,calcitriol,DB00136,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,C27H44O3
108,calcium,DB01373,[Ca],Ca
109,captopril,DB01197,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C9H15NO3S
110,carbamazepine,DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C15H12N2O
111,carbidopa,DB00190,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,C10H14N2O4
112,carbimazole,DB00389,CCOC(=O)N1C=CN(C1=S)C,C7H10N2O2S
113,cardiac glycosides,DB15258,None,C1575H2400N422O477S6
114,carmustine,DB00262,C(CCl)NC(=O)N(CCCl)N=O,C5H9Cl2N3O2
115,cerivastatin,DB00439,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,C26H34FNO5
116,cevimeline,DB00185,CC1O[C@]2(CN3CCC2CC3)CS1,C10H17NOS
117,charcoal,DB09278,C,C
118,chloral hydrate,DB01563,C(C(Cl)(Cl)Cl)(O)O,C2H3Cl3O2
119,chloramphenicol,DB00446,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],C11H12Cl2N2O5
120,chloroquine,DB00608,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,C18H26ClN3
121,chlorotrianisene,DB00269,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,C23H21ClO3
122,chlorpromazine,DB00477,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,C17H19ClN2S
123,chlorpropamide,DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,C10H13ClN2O3S
124,chlorprothixene,DB01239,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,C18H18ClNS
125,chlorthalidone,DB00310,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,C14H11ClN2O4S
126,cholestytamine,None,None,None
127,cimetidine,DB00501,CC1=C(N=CN1)CSCCNC(=NC)NC#N,C10H16N6S
128,cisapride,DB00604,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,C23H29ClFN3O4
129,cisplatin,DB00515,N.N.Cl[Pt+2]Cl,Cl2H6N2Pt
130,citalopram,DB00215,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C20H21FN2O
131,clarithromycin,DB01211,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,C38H69NO13
132,clidinium,DB00771,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,C22H26NO3
133,clindamycin,DB01190,CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl,C18H33ClN2O5S
134,clomipramine hcl,DB01242,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,C19H23ClN2
135,clonazepam,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,C15H10ClN3O3
136,clonidine,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,C9H9Cl2N3
137,clonidine hydrochloride,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,C9H9Cl2N3
138,clozapine,DB00363,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,C18H19ClN4
139,co,DB11588,[C-]#[O+],CO
140,cobalt,DB14574,[Co],Co
141,cocaine,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,C17H21NO4
142,codeine,DB00318,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,C18H21NO3
143,colchicine,DB01394,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,C22H25NO6
144,colestipol,DB00375,None,None
145,cordarone,DB01118,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,C25H29I2NO3
146,corticotropin,DB01285,None,C207H308N56O58S
147,cromolyn sodium,DB01003,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,C23H16O11
148,cyclopentolate,DB00979,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,C17H25NO3
149,cyclophosphamide,DB00531,C1CNP(=O)(OC1)N(CCCl)CCCl,C7H15Cl2N2O2P
150,cyclopropane,DB13984,C1CC1,C3H6
151,cyclosporin,DB00091,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C62H111N11O12
152,cyclosporine,DB00091,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C62H111N11O12
153,cyclosporine a,DB00091,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,C62H111N11O12
154,cypermethrin,DB13721,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,C22H19Cl2NO3
155,cysteine,DB00151,C([C@@H](C(=O)O)N)S,C3H7NO2S
156,cytosine arabinoside,DB00987,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C9H13N3O5
157,d-penicillamine,DB00859,CC(C)([C@H](C(=O)O)N)S,C5H11NO2S
158,deet,DB11282,CCN(CC)C(=O)C1=CC=CC(=C1)C,C12H17NO
159,digoxin,DB00390,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,C41H64O14
160,disulfiram,DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC,C10H20N2S4
161,dtic,DB00851,CN(C)/N=N/C1=C(NC=N1)C(=O)N,C6H10N6O
162,dactinomycin,DB00970,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,C62H86N12O16
163,danazol,DB01406,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,C22H27NO2
164,dantrolene,DB01219,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],C14H10N4O5
165,dasatinib,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,C22H26ClN7O2S
166,daunorubicin,DB00694,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,C27H29NO10
167,descarboethoxyloratadine,DB00967,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,C19H19ClN2
168,desloratadine,DB00967,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,C19H19ClN2
169,desmopressin,DB00035,C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N,C46H64N14O12S2
170,dexamethasone,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,C22H29FO5
171,dexbrompheniramine,DB00405,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,C16H19BrN2
172,dexfenfluramine,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,C12H16F3N
173,dextromethorphan,DB00514,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,C18H25NO
174,diazepam,DB00829,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,C16H13ClN2O
175,diclofenac,DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,C14H11Cl2NO2
176,dicumarol,DB00266,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,C19H12O6
177,didanosine,DB00900,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O,C10H12N4O3
178,diflunisal,DB00861,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,C13H8F2O3
179,dihydroergotamine,DB00320,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,C33H37N5O5
180,diltiazem,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,C22H26N2O4S
181,dimenhydrinate,DB00985,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,C24H28ClN5O3
182,diphenhydramine,DB01075,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,C17H21NO
183,diphenhydramine hydrochloride,DB01075,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,C17H21NO
184,diphenoxylate hcl,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,C14H22N2O
185,dipyridamole,DB00975,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,C24H40N8O4
186,divalproex,DB00313,CCCC(CCC)C(=O)O,C8H16O2
187,dolasetron mesylate,DB00757,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,C19H20N2O3
188,dopamine,DB00988,C1=CC(=C(C=C1CCN)O)O,C8H11NO2
189,doxazosin mesylate,DB00590,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,C23H25N5O5
190,doxorubicin,DB00997,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,C27H29NO11
191,doxylamine,DB00366,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,C17H22N2O
192,duloxetine,DB00476,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,C18H19NOS
193,epa,DB00159,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,C20H30O2
