,name,id,smiles,formula
24,4-hydroxytolbutamide,DB00778,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C41H76N2O15
25,5-dfcr,None,None,None
26,5-dfur,None,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,None
27,5-fu,DB00544,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2
28,5-oxo-desethylzaleplon,DB00962,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,C17H15N5O
29,5-oxo-desethylzaleplon glucuronide,DB00962,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,C17H15N5O
30,6-beta-naltrexol,None,C1CC1CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,None
31,6-deoxy penciclovir,DB00299,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,C10H15N5O3
32,6mna,None,COC1=CC2=C(C=C1)C=C(C=C2)CC(=O)O,None
33,"8-cyclopentyl-1,3-dipropylxanthine",DB12946,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3,C16H24N4O2
34,8-phenyltheophylline,DB00277,CN1C2=C(C(=O)N(C1=O)C)NC=N2,C7H8N4O2
35,aav2,DB13932,None,None
36,abt,DB00073,None,C6416H9874N1688O1987S44
37,abt-737,DB17023,None,C42H45ClN6O5S2
38,aom,DB00898,CCO,C2H6O
39,arecoline,DB04365,CN1CCC=C(C1)C(=O)OC,C8H13NO2
40,as(v),None,None,None
41,buforin ii,None,C[C@H]([C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)O)N)O,None
42,cgs 21680,None,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,None
43,cgs21680,None,CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,None
44,cmc-cys,None,None,None
45,cpa,DB00126,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,C6H8O6
46,crm197,DB16712,None,None
47,carbamazepine epoxide,DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C15H12N2O
48,clofibric acid,None,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,None
49,cytochalasin d,None,C[C@H]1C/C=C/[C@H]2[C@@H](C(=C)[C@H]([C@@H]3[C@@]2([C@@H](/C=C/[C@@](C1=O)(C)O)OC(=O)C)C(=O)N[C@H]3CC4=CC=CC=C4)C)O,None
50,d-ala2-metenkephalinamide,DB01786,C[C@H](C(=O)O)N,C3H7NO2
51,dcg-iv,None,[C@@H]1([C@@H](C1[C@@H](C(=O)O)N)C(=O)O)C(=O)O,None
52,dha,DB03756,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,C22H32O2
53,dpcpx,None,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3,None
54,dznep,None,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,None
55,diethyl pyrocarbonate,DB09278,C,C
56,egf,DB00019,None,C845H1343N223O243S9
57,echistatin,None,CC[C@H](C)[C@@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@@H]7CCCN7C(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)N,None
58,fbal,None,None,None
59,flavoridin,None,None,None
60,furafylline,DB14029,C1CC2C(CC1N2)C3=CC(=C(N=C3)F)C4=CC=C(C=C4)C#N,C18H16FN3
61,gl,DB00028,None,C6332H9826N1692O1980S42
62,gsls,None,None,None
63,ganoderma lucidum extract,None,None,None
64,gliftor,None,C(C(CF)O)F.C(C(CCl)O)F,None
65,hyaluronan lyase,DB00437,C1=NNC2=C1C(=O)NC=N2,C5H4N4O
66,ibogaine,None,CC[C@H]1C[C@@H]2C[C@@H]3[C@H]1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,None
67,insp(3),None,None,None
68,john's wort,DB01323,None,None
69,krm-1648,None,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=C4C(=C(C(=C5C4=C([C@](O5)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)C)O)C2=O)N=C6C(=CC(=CC6=O)N7CCN(CC7)CC(C)C)O3)/C,None
70,l-ccg-1,None,C1[C@@H]([C@H]1C(=O)O)[C@@H](C(=O)O)N,None
71,l-name,DB12750,COC(=O)[C@H](CCCN=C(N)N[N+](=O)[O-])N,C7H15N5O4
72,leukocyte transfusions,DB00126,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,C6H8O6
73,mhd,DB07668,CCN(CC)C1=CC(=C(C=C1)/C=C(\C)/C(=O)O)O,C14H19NO3
74,mpa,DB00603,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,C24H34O4
75,mpag,DB00898,CCO,C2H6O
76,mptp,None,CN1CCC(=CC1)C2=CC=CC=C2,None
77,mineral oil,DB11057,None,None
78,misonidazole,DB11716,COCC(CN1C=CN=C1[N+](=O)[O-])O,C7H11N3O4
79,n-allylnormetazocine,DB00319,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,C23H27N5O7S
80,n-desmethylclozapine,DB05766,None,C17H17ClN4
81,n-desmethyldiazepam,DB14028,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,C15H11ClN2O
82,n-methyllevallorphan,DB00504,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,C19H25NO
83,n6-cyclopentyladenosine,DB00640,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,C10H13N5O4
84,nanm,None,C=CCN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,None
85,nacmc,None,None,None
86,paba,DB00522,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)O,C23H20N2O5
87,pcp,DB03575,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,C17H25N
88,ptx,DB11100,C1(C(=O)NC(=O)N1)NC(=O)N,C4H6N4O3
89,palytoxin,None,C[C@H]1C[C@@]2([C@H](O[C@](C1)(O2)CCCCCCC[C@@H](C[C@@H]3[C@@H]([C@H]([C@H]([C@@](O3)(C[C@@H]([C@@H](C)/C=C/[C@H](CC[C@H]([C@H]([C@@H]4C[C@H]([C@@H]([C@H](O4)C[C@H]([C@@H](C[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)C[C@@H](/C=C\C=C\C[C@H]([C@@H]([C@@H](C/C=C\C(=C)CC[C@@H]([C@H]([C@@H]([C@H](C)C[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)/C=C\[C@H]([C@@H](C[C@@H]7C[C@@H]8C[C@H](O7)[C@H](O8)CC[C@@H]9[C@@H](C[C@H](O9)CN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)C[C@@H](C)CCCCC[C@H]([C@@H]([C@@H]([C@H]([C@@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)C[C@@H]([C@@H](/C(=C/[C@@H](C[C@@H](C)[C@@H](C(=O)N/C=C/C(=O)NCCCO)O)O)/C)O)O)O)O)O)O)O)O)O)O)C,None
90,phencyclidine,DB03575,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,C17H25N
91,rr,DB00045,None,C1198H2012N322O422S2
92,resveratrol,DB02709,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,C14H12O3
93,sch-23390,None,CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)O)Cl,None
94,sn38,None,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O,None
95,tam,DB00046,None,C257H387N65O76S6
96,tml,DB11590,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],C9H9HgNaO2S
97,type ii pyrethroid,None,None,None
98,vma,DB16226,None,C40H56N3O4S
99,zimelidine,DB04832,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2,C16H17BrN2
100,acetaldehyde,DB01563,C(C(Cl)(Cl)Cl)(O)O,C2H3Cl3O2
101,adeno-associated virus-2,None,None,None
102,alcohols,DB00898,CCO,C2H6O
103,alpha lipoic acid,DB00166,C1CSS[C@@H]1CCCCC(=O)O,C8H14O2S2
104,amizyl,None,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,None
105,angiotensin,DB11842,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,None
106,angiotensin 1,DB11720,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,C41H62N12O11
107,angiotensin 2,DB11842,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,None
108,angiotensins,DB11842,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,None
109,arsenate,None,[O-][As](=O)([O-])[O-],None
110,azoxymethane,DB15994,None,CH4
111,benzoxazinorifamycin,DB00207,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,C38H72N2O12
112,benzyl alcohol,DB06770,C1=CC=C(C=C1)CO,C7H8O
113,beta-endorphin,None,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CCCN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)[C@H](CC5=CC=C(C=C5)O)N,None
114,bombesin,DB11724,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]4CCC(=O)N4,C71H110N24O18S
115,carbamate insecticide,DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C15H12N2O
116,"carbamazepine 10, 11 epoxide",DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C15H12N2O
117,carboxymethylcellulose-cysteine,DB00151,C([C@@H](C(=O)O)N)S,C3H7NO2S
118,carboxytolbutamide,DB00776,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,C15H12N2O2
119,cerulein,DB00403,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]5CCC(=O)N5)O,C58H73N13O21S2
120,chondroitin abc lyase,DB01048,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO,C14H18N6O
121,clozapine n-oxide,DB00363,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,C18H19ClN4
122,collagenase,DB00048,None,C5028H7666N1300O1564S21
123,contortrostatin,None,None,None
124,copper sulfate,DB06778,[O-]S(=O)(=O)[O-].[Cu+2],CuO4S
125,coumaphos,DB11390,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,C14H16ClO5PS
126,cross-reacting material 197,DB00367,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,C21H28O2
127,dapsone hydroxylamine,DB00250,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C12H12N2O2S
128,dehydro-aripiprazole,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,C4H6N4O3S2
129,dehydroaripiprazole,DB00819,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,C4H6N4O3S2
130,desacetyldiltiazem,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,C22H26N2O4S
131,desbutyl levobupivacaine,DB00297,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,C18H28N2O
132,desethyloxybutynin,DB01062,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,C22H31NO3
133,desglymidodrine,DB00211,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,C12H18N2O4
134,desmethylastemizole,DB00637,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,C28H31FN4O
135,desmethylastermizole,None,None,None
136,desmethyldiazepam,DB14028,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,C15H11ClN2O
137,desmethyldiltiazem,DB00343,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,C22H26N2O4S
138,diethyldithiocarbamate,DB02520,CCN(CC)C(=S)S,C5H11NS2
139,dmpge2,DB00917,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,C20H32O5
140,doxorubicinol,DB00997,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,C27H29NO11
141,endotoxin,None,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1OP(=O)(O)O)CO[C@@]2(C[C@H]([C@@H]([C@H](O2)[C@H](CO)O)OC3[C@H]([C@H]([C@@H]([C@H](O3)[C@H](CO)O)OP(=O)(O)OP(=O)(O)OCCN)OC4[C@H]([C@H]([C@@H]([C@H](O4)[C@H](COC5[C@H]([C@H]([C@@H]([C@H](O5)[C@H](CO)O)OP(=O)(O)O)O)O)O)O)OC6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)O[C@@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)OC9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O)O)NC(=O)C)NC(=O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(C[C@H]([C@@H]([C@H](O1)[C@H](CO)O)O)O[C@@]1(C[C@H]([C@@H]([C@H](O1)[C@H](CO)O)O)OP(=O)(O)OCCN)C(=O)O)C(=O)O)C(=O)O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,None
142,endoxifen,DB05414,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O,C29H32N2O3
143,enkephalins,None,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N,None
144,erythrohydrobupropion,DB00898,CCO,C2H6O
145,ethoxycoumarin,DB04665,C1=CC=C2C(=C1)C=CC(=O)O2,C9H6O2
146,fenofibric acid,DB13873,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,C17H15ClO4
147,filipin,None,CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H](/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O)O)O)O)O)O)O)O,None
148,fosinoprilat,DB14207,C1CCC(CC1)[C@@H]2C[C@H](N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,C23H34NO5P
149,ginseng stem-and-leaf saponins,DB00640,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,C10H13N5O4
150,ginsenosides,DB14152,CC(=CCCC(C)([C@H]1CC[C@@]2(C1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)O)C,C30H52O2
151,hemantane,None,C1CCCN(CC1)C2C3CC4CC(C3)CC2C4,None
152,heparinase iii,DB01109,None,None
153,heroin,DB01452,CC(=O)O[C@H]1C=C[C@H]2[C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)OC(=O)C)CCN3C,C21H23NO5
154,hydrodolasetron,DB00757,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,C19H20N2O3
155,hydroxybupropion,DB00778,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C41H76N2O15
156,hydroxyitraconazole,DB00778,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,C41H76N2O15
157,hydroxylamine,DB00551,CC(=O)NO,C2H5NO2
158,hydroxylated fenoprofen,DB00573,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,C15H14O3
159,imexon,DB05003,C1C2N1C(=O)N=C2N,C4H5N3O
160,"inositol 1,4,5-trisphosphate",DB03401,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,C6H15O15P3
